id,name,swings_competitive,percent_swings_competitive,contact,avg_bat_speed,hard_swing_rate,squared_up_per_bat_contact,squared_up_per_swing,blast_per_bat_contact,blast_per_swing,swing_length,swords,batter_run_value,whiffs,whiff_per_swing,batted_ball_events,batted_ball_event_per_swing,"last_name, first_name",player_id,year,pa,bip,ba,est_ba,est_ba_minus_ba_diff,slg,est_slg,est_slg_minus_slg_diff,woba,est_woba,est_woba_minus_woba_diff
681297,"Cowser, Colton",29,0.90625,16,73.556122414,0.3103448275862069,0.375,0.2068965517241379,0.3125,0.1724137931034483,7.459772069,0,-1.8011499477545805,13,0.4482758620689655,8,0.2758620689655172,"Cowser, Colton",681297,2025,18,10,0.125,0.221,-0.096,0.313,0.428,-0.1149999999999999,0.241,0.322,-0.081
677951,"Witt Jr., Bobby",43,0.9148936170212766,32,73.547769302,0.3953488372093023,0.25,0.1860465116279069,0.1875,0.1395348837209302,6.929862791,1,-1.0859849180003378,11,0.2558139534883721,12,0.2790697674418604,"Witt Jr., Bobby",677951,2025,24,16,0.286,0.358,-0.072,0.381,0.485,-0.1039999999999999,0.325,0.397,-0.072
677800,"Abreu, Wilyer",28,0.9032258064516128,25,73.505381786,0.25,0.24,0.2142857142857142,0.16,0.1428571428571428,7.125530714,2,3.3119137770437272,3,0.1071428571428571,10,0.3571428571428571,"Abreu, Wilyer",677800,2025,16,11,0.636,0.503,0.133,1.364,1.147,0.217,0.801,0.69,0.1110000000000001
670042,"Raley, Luke",36,0.9473684210526316,17,73.4911,0.4444444444444444,0.1764705882352941,0.0833333333333333,0.1764705882352941,0.0833333333333333,7.283468611,1,-1.7164035073969812,19,0.5277777777777778,7,0.1944444444444444,"Raley, Luke",670042,2025,15,7,0.167,0.223,-0.0559999999999999,0.417,0.316,0.1009999999999999,0.334,0.326,0.008
668227,"Arozarena, Randy",43,0.8958333333333334,29,73.480871395,0.4651162790697674,0.3103448275862069,0.2093023255813953,0.2068965517241379,0.1395348837209302,7.438101163,2,-0.8031077721989005,14,0.3255813953488372,11,0.2558139534883721,"Arozarena, Randy",668227,2025,24,13,0.158,0.338,-0.18,0.526,0.828,-0.3019999999999999,0.367,0.528,-0.161
545361,"Trout, Mike",40,0.8888888888888888,29,73.46183075,0.375,0.2068965517241379,0.15,0.1034482758620689,0.075,7.372522,0,-2.778909674267124,11,0.275,13,0.325,"Trout, Mike",545361,2025,22,15,0.118,0.268,-0.15,0.176,0.435,-0.259,0.169,0.319,-0.15
624585,"Soler, Jorge",29,0.935483870967742,23,73.379412414,0.2758620689655172,0.391304347826087,0.3103448275862069,0.3043478260869565,0.2413793103448276,7.909499655,0,-1.8939643372100528,6,0.2068965517241379,11,0.3793103448275862,"Soler, Jorge",624585,2025,20,11,0.176,0.243,-0.067,0.235,0.488,-0.253,0.221,0.368,-0.147
667670,"Rooker, Brent",45,0.9,32,73.346149556,0.3777777777777777,0.34375,0.2444444444444444,0.15625,0.1111111111111111,7.160371778,1,-0.015166501592345,13,0.2888888888888888,17,0.3777777777777777,"Rooker, Brent",667670,2025,27,18,0.269,0.303,-0.0339999999999999,0.5,0.666,-0.166,0.34,0.418,-0.0779999999999999
691016,"Soderstrom, Tyler",34,0.8947368421052632,24,73.316905294,0.3529411764705882,0.375,0.2647058823529412,0.2916666666666667,0.2058823529411764,7.641915882,2,-0.0803751374501679,10,0.2941176470588235,13,0.3823529411764705,"Soderstrom, Tyler",691016,2025,24,16,0.348,0.278,0.0699999999999999,0.783,0.626,0.157,0.483,0.391,0.0919999999999999
694192,"Chourio, Jackson",48,0.8888888888888888,34,73.310603958,0.3958333333333332,0.2647058823529412,0.1875,0.1470588235294117,0.1041666666666666,7.571390833,0,-1.973908458451306,14,0.2916666666666667,12,0.25,"Chourio, Jackson",694192,2025,23,12,0.217,0.204,0.013,0.304,0.37,-0.066,0.224,0.244,-0.0199999999999999
666969,"García, Adolis",40,0.9090909090909092,30,73.2785575,0.35,0.5333333333333333,0.4,0.3333333333333333,0.25,7.927661,0,1.286632278810511,10,0.25,17,0.425,"García, Adolis",666969,2025,21,17,0.278,0.331,-0.0529999999999999,0.778,0.833,-0.0549999999999999,0.474,0.515,-0.041
671056,"Herrera, Iván",27,0.9310344827586208,25,73.273434074,0.4074074074074074,0.12,0.1111111111111111,0.08,0.074074074074074,7.51320037,0,0.888503360451994,2,0.074074074074074,8,0.2962962962962963,"Herrera, Iván",671056,2025,12,8,0.364,0.274,0.0899999999999999,0.545,0.561,-0.016,0.414,0.378,0.0359999999999999
691718,"Crow-Armstrong, Pete",65,0.9027777777777778,48,73.234401231,0.2923076923076923,0.3541666666666667,0.2615384615384615,0.1041666666666666,0.0769230769230769,7.419692615,0,-4.735523385101184,17,0.2615384615384615,21,0.3230769230769231,"Crow-Armstrong, Pete",691718,2025,34,23,0.161,0.207,-0.0459999999999999,0.226,0.286,-0.0599999999999999,0.213,0.256,-0.043
681351,"O'Hoppe, Logan",20,0.8333333333333334,12,73.188852,0.35,0.3333333333333333,0.2,0.3333333333333333,0.2,7.8526615,0,0.1464297008137918,8,0.4,6,0.3,"O'Hoppe, Logan",681351,2025,12,7,0.167,0.25,-0.0829999999999999,0.417,0.794,-0.377,0.244,0.429,-0.185
663616,"Larnach, Trevor",27,0.8709677419354839,22,73.158706667,0.2592592592592592,0.2272727272727272,0.1851851851851851,0.0909090909090909,0.074074074074074,7.479118519,1,0.0275075393832746,5,0.1851851851851851,8,0.2962962962962963,"Larnach, Trevor",663616,2025,15,10,0.308,0.33,-0.022,0.308,0.382,-0.074,0.328,0.363,-0.0349999999999999
701538,"Merrill, Jackson",38,0.8837209302325582,32,73.096198684,0.3157894736842105,0.34375,0.2894736842105263,0.1875,0.1578947368421052,7.530358947,0,1.7016340427601564,6,0.1578947368421052,14,0.3684210526315789,"Merrill, Jackson",701538,2025,23,18,0.4,0.423,-0.0229999999999999,0.6,0.75,-0.15,0.434,0.494,-0.06
678662,"Tovar, Ezequiel",25,0.8620689655172413,21,73.0814352,0.28,0.4285714285714285,0.36,0.1428571428571428,0.12,7.287896,0,-1.6777161649660288,4,0.16,13,0.52,"Tovar, Ezequiel",678662,2025,16,14,0.188,0.276,-0.088,0.25,0.371,-0.121,0.189,0.278,-0.089
657041,"Thomas, Lane",25,0.925925925925926,21,73.046818,0.2,0.2857142857142857,0.24,0.0476190476190476,0.04,7.0301652,0,-2.049555019812688,4,0.16,13,0.52,"Thomas, Lane",657041,2025,18,14,0.176,0.21,-0.034,0.176,0.26,-0.084,0.186,0.233,-0.047
670224,"Misner, Kameron",26,0.9285714285714286,17,73.023621154,0.1923076923076923,0.5882352941176471,0.3846153846153846,0.3529411764705882,0.2307692307692307,8.098494231,0,0.615131521189846,9,0.3461538461538461,11,0.4230769230769231,"Misner, Kameron",670224,2025,15,11,0.357,0.346,0.011,0.643,0.722,-0.0789999999999999,0.396,0.421,-0.0249999999999999
691777,"Muncy, Max",28,0.9032258064516128,20,73.010997143,0.25,0.3,0.2142857142857142,0.2,0.1428571428571428,7.167925,2,-1.6851639135719787,8,0.2857142857142857,11,0.3928571428571428,"Muncy, Max",571970,2025,24,11,0.095,0.208,-0.1129999999999999,0.143,0.386,-0.243,0.176,0.309,-0.133
691777,"Muncy, Max",28,0.9032258064516128,20,73.010997143,0.25,0.3,0.2142857142857142,0.2,0.1428571428571428,7.167925,2,-1.6851639135719787,8,0.2857142857142857,11,0.3928571428571428,"Muncy, Max",691777,2025,19,11,0.158,0.226,-0.068,0.368,0.444,-0.076,0.22,0.282,-0.0619999999999999
571970,"Muncy, Max",43,0.8775510204081632,30,69.924149535,0.1162790697674418,0.1666666666666666,0.1162790697674418,0.0666666666666666,0.0465116279069767,7.132559302,2,-4.154172651379045,13,0.3023255813953488,9,0.2093023255813953,"Muncy, Max",571970,2025,24,11,0.095,0.208,-0.1129999999999999,0.143,0.386,-0.243,0.176,0.309,-0.133
571970,"Muncy, Max",43,0.8775510204081632,30,69.924149535,0.1162790697674418,0.1666666666666666,0.1162790697674418,0.0666666666666666,0.0465116279069767,7.132559302,2,-4.154172651379045,13,0.3023255813953488,9,0.2093023255813953,"Muncy, Max",691777,2025,19,11,0.158,0.226,-0.068,0.368,0.444,-0.076,0.22,0.282,-0.0619999999999999
663656,"Tucker, Kyle",60,0.9523809523809524,50,72.983605667,0.35,0.34,0.2833333333333333,0.14,0.1166666666666666,7.627619167,0,3.852393874924781,10,0.1666666666666666,26,0.4333333333333333,"Tucker, Kyle",663656,2025,40,28,0.353,0.293,0.06,0.853,0.727,0.126,0.527,0.458,0.069
656811,"O'Hearn, Ryan",31,0.9117647058823528,28,72.965347742,0.3225806451612903,0.3214285714285714,0.2903225806451613,0.1785714285714285,0.1612903225806451,7.193702903,1,0.3863279947866095,3,0.0967741935483871,12,0.3870967741935484,"O'Hearn, Ryan",656811,2025,17,14,0.4,0.398,0.002,0.533,0.505,0.028,0.437,0.426,0.011
521692,"Perez, Salvador",35,0.8536585365853658,29,72.960340571,0.2857142857142857,0.2413793103448276,0.2,0.1724137931034483,0.1428571428571428,8.066434571,1,-0.6069865924931552,6,0.1714285714285714,13,0.3714285714285714,"Perez, Salvador",521692,2025,21,16,0.25,0.338,-0.088,0.4,0.565,-0.1649999999999999,0.299,0.4,-0.101
665155,"Maton, Nick",18,0.9,13,72.955154444,0.2222222222222222,0.3846153846153846,0.2777777777777778,0.2307692307692307,0.1666666666666666,6.692088333,0,0.3833328729879386,5,0.2777777777777778,8,0.4444444444444444,"Maton, Nick",665155,2025,12,8,0.222,0.199,0.0229999999999999,0.889,0.68,0.2089999999999999,0.513,0.445,0.068
673548,"Suzuki, Seiya",64,0.9014084507042254,48,72.954054531,0.375,0.2291666666666666,0.171875,0.1458333333333333,0.109375,7.267565469,1,-1.665846037252341,16,0.25,19,0.296875,"Suzuki, Seiya",673548,2025,39,20,0.229,0.212,0.017,0.457,0.426,0.031,0.313,0.302,0.011
666624,"Morel, Christopher",17,0.85,9,72.911882353,0.5294117647058825,0.2222222222222222,0.1176470588235294,0.0,0.0,7.934143529,2,0.1210684839492046,8,0.4705882352941176,4,0.2352941176470588,"Morel, Christopher",666624,2025,11,5,0.333,0.176,0.157,0.333,0.196,0.137,0.368,0.259,0.1089999999999999
669911,"Toglia, Michael",32,0.8648648648648649,21,72.865592813,0.125,0.1428571428571428,0.09375,0.0476190476190476,0.03125,7.597132188,1,-2.734415366156636,11,0.34375,6,0.1875,"Toglia, Michael",669911,2025,16,7,0.067,0.138,-0.071,0.133,0.261,-0.128,0.124,0.203,-0.079
592663,"Realmuto, J.T.",32,0.9142857142857144,21,72.858451875,0.40625,0.1428571428571428,0.09375,0.0952380952380952,0.0625,7.284155,1,-2.1685827205103343,11,0.34375,7,0.21875,"Realmuto, J.T.",592663,2025,13,7,0.077,0.155,-0.078,0.231,0.254,-0.0229999999999999,0.122,0.175,-0.0529999999999999
687401,"Ortiz, Joey",27,0.9,24,72.84813963,0.2222222222222222,0.1666666666666666,0.1481481481481481,0.125,0.1111111111111111,7.479598519,0,-3.17099791808133,3,0.1111111111111111,15,0.5555555555555556,"Ortiz, Joey",687401,2025,20,17,0.15,0.159,-0.009,0.15,0.179,-0.0289999999999999,0.133,0.149,-0.0159999999999999
518792,"Heyward, Jason",25,0.8928571428571429,19,72.8235588,0.2,0.3684210526315789,0.28,0.1052631578947368,0.08,8.5821104,1,-1.936731844992436,6,0.24,10,0.4,"Heyward, Jason",518792,2025,16,11,0.143,0.149,-0.006,0.214,0.285,-0.0709999999999999,0.177,0.21,-0.033
687952,"Encarnacion-Strand, Christian",34,0.8947368421052632,20,72.779590882,0.2058823529411764,0.4,0.2352941176470588,0.25,0.1470588235294117,7.449590882,0,0.7885968036140216,14,0.4117647058823529,9,0.2647058823529412,"Encarnacion-Strand, Christian",687952,2025,16,10,0.286,0.322,-0.036,0.571,0.533,0.0379999999999999,0.405,0.408,-0.0029999999999999
553993,"Suárez, Eugenio",33,0.9428571428571428,20,72.756222121,0.303030303030303,0.65,0.3939393939393939,0.4,0.2424242424242424,7.903430303,1,2.586694228590468,13,0.3939393939393939,13,0.3939393939393939,"Suárez, Eugenio",553993,2025,21,14,0.278,0.366,-0.0879999999999999,1.111,1.061,0.05,0.58,0.599,-0.019
681624,"Pages, Andy",56,0.875,46,72.75306375,0.25,0.108695652173913,0.0892857142857142,0.0217391304347826,0.0178571428571428,7.7217675,3,-2.482803795065709,10,0.1785714285714285,12,0.2142857142857142,"Pages, Andy",681624,2025,26,13,0.136,0.178,-0.0419999999999999,0.182,0.226,-0.044,0.224,0.254,-0.03
593428,"Bogaerts, Xander",28,0.9032258064516128,21,72.711855714,0.25,0.2857142857142857,0.2142857142857142,0.1428571428571428,0.1071428571428571,7.549528571,1,-0.2804172202039368,7,0.25,9,0.3214285714285714,"Bogaerts, Xander",593428,2025,23,11,0.278,0.186,0.092,0.389,0.219,0.17,0.346,0.251,0.0949999999999999
592885,"Yelich, Christian",31,0.8857142857142857,22,72.67184129,0.3225806451612902,0.2727272727272727,0.1935483870967742,0.1818181818181818,0.1290322580645161,7.299212581,0,-1.041429745949856,9,0.2903225806451613,11,0.3548387096774194,"Yelich, Christian",592885,2025,20,11,0.125,0.214,-0.089,0.313,0.454,-0.141,0.286,0.369,-0.083
668804,"Reynolds, Bryan",56,0.918032786885246,36,72.670515714,0.2142857142857142,0.3055555555555556,0.1964285714285714,0.2222222222222222,0.1428571428571428,6.890639821,1,-2.6461394822980995,20,0.3571428571428571,18,0.3214285714285714,"Reynolds, Bryan",668804,2025,28,18,0.231,0.203,0.0279999999999999,0.269,0.281,-0.012,0.252,0.243,0.009
681460,"Baldwin, Brooks",29,0.8787878787878788,24,72.669645172,0.2758620689655172,0.2083333333333333,0.1724137931034483,0.125,0.1034482758620689,6.902962759,0,-0.9946121909406264,5,0.1724137931034483,9,0.3103448275862069,"Baldwin, Brooks",681460,2025,12,10,0.364,0.298,0.066,0.364,0.341,0.0229999999999999,0.295,0.256,0.0389999999999999
608369,"Seager, Corey",31,0.9117647058823528,27,72.666270323,0.2258064516129032,0.2222222222222222,0.1935483870967742,0.1111111111111111,0.0967741935483871,6.671846129,1,-3.122047825587896,4,0.1290322580645161,12,0.3870967741935484,"Seager, Corey",608369,2025,19,13,0.176,0.12,0.0559999999999999,0.176,0.202,-0.026,0.213,0.196,0.0169999999999999
672386,"Kirk, Alejandro",31,0.8857142857142857,25,72.62466871,0.2580645161290322,0.44,0.3548387096774194,0.24,0.1935483870967742,7.211059677,0,-1.2949226282415864,6,0.1935483870967742,16,0.5161290322580645,"Kirk, Alejandro",672386,2025,20,18,0.316,0.244,0.072,0.368,0.35,0.018,0.284,0.244,0.0399999999999999
676572,"Wagaman, Eric",23,0.8846153846153846,21,72.615676522,0.3478260869565217,0.3333333333333333,0.3043478260869565,0.1428571428571428,0.1304347826086956,7.132515652,3,-0.696962891524808,2,0.0869565217391304,13,0.5652173913043478,"Wagaman, Eric",676572,2025,16,13,0.25,0.326,-0.076,0.438,0.553,-0.115,0.293,0.374,-0.081
620443,"Torrens, Luis",25,0.9615384615384616,18,72.5510876,0.24,0.4444444444444444,0.32,0.2222222222222222,0.16,7.4035636,0,0.4179712000386631,7,0.28,10,0.4,"Torrens, Luis",620443,2025,15,10,0.286,0.346,-0.06,0.643,0.732,-0.0889999999999999,0.408,0.47,-0.062
607043,"Nimmo, Brandon",34,0.8947368421052632,26,72.541118824,0.3235294117647059,0.3461538461538461,0.2647058823529412,0.3076923076923077,0.2352941176470588,7.584219706,3,0.8488581795852772,8,0.2352941176470588,13,0.3823529411764705,"Nimmo, Brandon",607043,2025,20,14,0.263,0.336,-0.073,0.579,0.596,-0.017,0.371,0.411,-0.0399999999999999
669127,"Langeliers, Shea",36,0.9,29,72.519591944,0.1388888888888888,0.3448275862068966,0.2777777777777778,0.0689655172413793,0.0555555555555555,7.112136667,0,-0.0266941041046111,7,0.1944444444444444,14,0.3888888888888889,"Langeliers, Shea",669127,2025,20,14,0.222,0.202,0.0199999999999999,0.556,0.335,0.221,0.362,0.275,0.0869999999999999
502671,"Goldschmidt, Paul",26,0.9629629629629628,20,72.517781538,0.1153846153846153,0.4,0.3076923076923077,0.15,0.1153846153846153,7.867111923,0,-0.423489515472524,6,0.2307692307692307,11,0.4230769230769231,"Goldschmidt, Paul",502671,2025,18,12,0.313,0.439,-0.126,0.563,0.681,-0.1180000000000001,0.409,0.503,-0.094
666134,"Jones, Nolan",21,0.8076923076923077,12,72.506256667,0.1428571428571428,0.25,0.1428571428571428,0.0833333333333333,0.0476190476190476,6.723315238,1,-0.8476881207918503,9,0.4285714285714285,3,0.1428571428571428,"Jones, Nolan",666134,2025,13,4,0.091,0.08,0.0109999999999999,0.182,0.185,-0.003,0.203,0.2,0.003
676475,"Burleson, Alec",29,0.90625,26,72.429884828,0.2413793103448275,0.3461538461538461,0.3103448275862069,0.1153846153846153,0.1034482758620689,7.563930345,0,-0.9027970179882449,3,0.1034482758620689,14,0.4827586206896552,"Burleson, Alec",676475,2025,17,16,0.25,0.256,-0.006,0.313,0.368,-0.0549999999999999,0.271,0.295,-0.0239999999999999
624641,"Sosa, Edmundo",23,0.92,17,72.382060435,0.2608695652173913,0.3529411764705882,0.2608695652173913,0.2352941176470588,0.1739130434782608,7.960063043,0,2.602959222873245,6,0.2608695652173913,8,0.3478260869565217,"Sosa, Edmundo",624641,2025,12,8,0.545,0.376,0.169,0.818,0.543,0.2749999999999999,0.592,0.419,0.173
623993,"Santander, Anthony",43,0.9347826086956522,32,72.355892558,0.186046511627907,0.3125,0.2325581395348837,0.09375,0.0697674418604651,7.16172814,0,-2.7809383082363164,11,0.2558139534883721,15,0.3488372093023256,"Santander, Anthony",623993,2025,26,16,0.174,0.187,-0.013,0.174,0.278,-0.104,0.216,0.255,-0.039
663697,"India, Jonathan",34,0.8947368421052632,31,72.339225,0.2058823529411764,0.3225806451612903,0.2941176470588235,0.1612903225806451,0.1470588235294117,7.526510294,1,-0.1895492003561614,3,0.088235294117647,16,0.4705882352941176,"India, Jonathan",663697,2025,23,19,0.35,0.317,0.0329999999999999,0.4,0.392,0.008,0.377,0.358,0.019
700932,"Manzardo, Kyle",31,0.9117647058823528,22,72.330466129,0.2258064516129032,0.3636363636363636,0.2580645161290322,0.1818181818181818,0.1290322580645161,7.682772258,0,2.05506262988657,9,0.2903225806451613,13,0.4193548387096774,"Manzardo, Kyle",700932,2025,20,14,0.294,0.217,0.0769999999999999,0.824,0.5,0.3239999999999999,0.494,0.359,0.135
664040,"Lowe, Brandon",44,0.9166666666666666,27,72.270005909,0.2045454545454545,0.4074074074074074,0.25,0.2222222222222222,0.1363636363636363,7.211131136,3,-0.6217822147784058,17,0.3863636363636363,14,0.3181818181818182,"Lowe, Brandon",664040,2025,23,15,0.333,0.378,-0.0449999999999999,0.619,0.946,-0.3269999999999999,0.43,0.563,-0.1329999999999999
672515,"Moreno, Gabriel",24,0.8571428571428571,18,72.264232917,0.2499999999999999,0.3333333333333333,0.25,0.0555555555555555,0.0416666666666666,7.27865125,0,-0.1717895697719921,6,0.25,6,0.25,"Moreno, Gabriel",672515,2025,14,8,0.417,0.309,0.1079999999999999,0.417,0.364,0.0529999999999999,0.415,0.352,0.063
650489,"Castro, Willi",30,0.9090909090909092,23,72.227217333,0.3333333333333333,0.3043478260869565,0.2333333333333333,0.2608695652173913,0.2,7.214264667,0,2.436569719367562,7,0.2333333333333333,10,0.3333333333333333,"Castro, Willi",650489,2025,19,13,0.294,0.279,0.0149999999999999,0.647,0.514,0.133,0.426,0.374,0.0519999999999999
596146,"Kepler, Max",30,0.9090909090909092,20,72.194112667,0.3,0.35,0.2333333333333333,0.1,0.0666666666666666,7.128585667,1,2.397297148986336,10,0.3333333333333333,7,0.2333333333333333,"Kepler, Max",596146,2025,14,7,0.364,0.279,0.0849999999999999,0.818,0.467,0.3509999999999999,0.537,0.397,0.14
660162,"Moncada, Yoán",26,0.9285714285714286,21,72.185959615,0.3076923076923077,0.3809523809523809,0.3076923076923077,0.0952380952380952,0.0769230769230769,7.15073,1,-1.3650864073624671,5,0.1923076923076923,9,0.3461538461538461,"Moncada, Yoán",660162,2025,18,10,0.143,0.144,-0.001,0.214,0.196,0.0179999999999999,0.273,0.271,0.002
701358,"Smith, Cam",18,0.9,13,72.174381667,0.3888888888888889,0.3846153846153846,0.2777777777777778,0.2307692307692307,0.1666666666666666,7.142673889,3,-1.3085059784567028,5,0.2777777777777778,7,0.3888888888888889,"Smith, Cam",701358,2025,14,7,0.182,0.122,0.06,0.182,0.148,0.034,0.277,0.245,0.032
691026,"Winn, Masyn",35,0.8974358974358975,22,72.170668,0.1714285714285714,0.2272727272727272,0.1428571428571428,0.0909090909090909,0.0571428571428571,7.580308571,0,-3.903494339806395,13,0.3714285714285714,7,0.2,"Winn, Masyn",691026,2025,21,10,0.0,0.159,-0.159,0.0,0.245,-0.245,0.099,0.246,-0.147
678246,"Vargas, Miguel",36,0.9230769230769232,29,72.141973889,0.1944444444444444,0.3448275862068966,0.2777777777777778,0.1034482758620689,0.0833333333333333,7.53147,2,-1.7137863839723813,7,0.1944444444444444,11,0.3055555555555556,"Vargas, Miguel",678246,2025,20,11,0.176,0.211,-0.035,0.235,0.31,-0.075,0.255,0.294,-0.0389999999999999
663993,"Lowe, Nathaniel",48,0.9056603773584906,35,72.134217708,0.25,0.1714285714285714,0.125,0.1428571428571428,0.1041666666666666,7.142458958,2,2.1145178692841373,13,0.2708333333333333,9,0.1875,"Lowe, Nathaniel",663993,2025,21,9,0.316,0.229,0.087,0.684,0.529,0.155,0.446,0.352,0.094
