"last_name, first_name",player_id,year,pa,k_percent,bb_percent,woba,xwoba,xwobacon,sweet_spot_percent,barrel_batted_rate,hard_hit_percent,avg_best_speed,avg_hyper_speed,whiff_percent,swing_percent,season
"Goldschmidt, Paul",502671,2019,682,24.3,11.4,0.346,0.359,0.438,36.4,11.3,42.4,101.099060419,94.813832214,26.3,46.5,2019
"Senzel, Nick",669222,2019,414,24.4,7.2,0.315,0.305,0.371,31.6,8.0,38.2,98.782850588,93.504538856,23.7,49.3,2019
"Bishop, Braden",623323,2019,60,35.0,5.0,0.124,0.176,0.237,19.4,0.0,13.9,93.832196111,91.016870286,30.4,46.4,2019
"Alonso, Yonder",475174,2019,335,20.9,11.6,0.277,0.305,0.334,32.6,5.4,39.3,99.496347857,93.805879821,24.9,47.2,2019
"Pence, Hunter",452254,2019,316,21.8,8.2,0.377,0.364,0.438,36.1,9.1,42.6,102.338578519,95.514528519,31.5,51.3,2019
"Murphy, Sean",669221,2019,60,26.7,10.0,0.37,0.344,0.426,40.5,8.1,37.8,100.849058421,94.643355676,29.8,47.1,2019
"Zobrist, Ben",450314,2019,176,13.6,13.1,0.303,0.303,0.287,25.0,0.8,23.4,95.067698906,91.56974189,15.7,34.9,2019
"Brito, Sócrates",593647,2019,43,39.5,9.3,0.14,0.235,0.333,22.7,4.5,40.9,99.603857273,94.070057727,40.5,50.9,2019
"Stewart, DJ",621466,2019,142,18.3,9.9,0.299,0.306,0.331,26.7,6.9,34.7,99.2830548,93.720559899,26.2,47.7,2019
"Cordell, Ryan",641477,2019,247,27.9,7.7,0.279,0.273,0.338,25.6,6.4,32.1,98.663495342,93.444229041,31.4,49.0,2019
"Bader, Harrison",664056,2019,406,28.8,11.3,0.293,0.312,0.386,31.3,9.9,35.3,99.203015625,93.65660426,26.6,41.4,2019
"Vogelbach, Daniel",596129,2019,558,26.7,16.5,0.333,0.345,0.407,39.0,10.5,38.0,100.052249618,94.193186358,26.9,34.0,2019
"Pujols, Albert",405395,2019,545,12.5,7.9,0.308,0.319,0.331,26.5,5.8,36.6,98.702028255,93.397586981,18.2,44.5,2019
"Anderson, Brian",605119,2019,520,21.9,8.5,0.342,0.34,0.392,31.3,8.9,46.0,100.764886494,94.722101667,27.4,47.5,2019
"Hernández, Teoscar",606192,2019,464,33.0,9.7,0.325,0.312,0.428,30.6,11.7,42.3,101.608146591,95.066922348,34.8,47.3,2019
"Nola, Aaron",605400,2019,70,50.0,8.6,0.168,0.162,0.266,27.6,0.0,20.7,94.363985833,91.320340435,16.4,23.4,2019
"Mahle, Tyler",641816,2019,41,46.3,2.4,0.104,0.094,0.179,4.8,0.0,19.0,96.677195714,92.338597857,35.7,49.6,2019
"Lopez, Nicky",670032,2019,402,12.7,4.5,0.26,0.242,0.254,22.3,1.2,19.7,93.65443825,90.915877147,15.1,49.6,2019
"Narváez, Omar",553882,2019,482,19.1,9.8,0.345,0.33,0.367,40.4,5.3,28.1,95.546726667,91.774567182,22.9,47.8,2019
"Haseley, Adam",656514,2019,242,24.8,5.8,0.309,0.269,0.321,29.4,3.7,28.8,96.518718519,92.26176,28.7,49.9,2019
"Lopes, Tim",621005,2019,128,22.7,11.7,0.318,0.283,0.304,39.8,3.6,24.1,95.040932857,91.572811205,28.0,46.4,2019
"Brown, Seth",664913,2019,83,27.7,8.4,0.347,0.302,0.375,34.6,11.5,38.5,99.994413077,94.164759038,31.8,44.4,2019
"Kelly, Carson",608348,2019,365,21.6,13.2,0.339,0.34,0.394,39.8,8.5,40.4,99.326221441,93.845580894,23.3,41.9,2019
"Trevino, Jose",624431,2019,126,21.4,2.4,0.274,0.258,0.318,29.2,2.1,35.4,98.008592708,93.056973158,22.7,48.6,2019
"Hedges, Austin",595978,2019,347,31.4,7.8,0.242,0.265,0.346,32.0,8.3,32.5,97.733819802,92.919899257,33.3,51.3,2019
"Peralta, David",444482,2019,423,20.6,8.3,0.338,0.304,0.344,29.1,5.4,40.9,100.762306892,94.542203682,24.4,50.4,2019
"Calhoun, Kole",594777,2019,632,25.6,11.1,0.33,0.339,0.417,35.2,11.2,42.6,99.943105052,94.209946136,32.1,48.2,2019
"Díaz, Yandy",650490,2019,347,17.6,10.1,0.341,0.355,0.395,34.0,10.4,44.8,102.453884,95.60036348,22.3,44.9,2019
"Segura, Jean",516416,2019,618,11.8,4.9,0.315,0.31,0.327,31.0,3.2,32.7,98.140826245,93.158728356,14.6,47.5,2019
"León, Sandy",506702,2019,191,24.6,6.8,0.239,0.222,0.252,32.3,1.5,25.4,95.365804603,91.71542384,20.4,45.3,2019
"Alonso, Pete",624413,2019,693,26.4,10.4,0.384,0.38,0.482,36.9,15.8,42.7,103.52161466,95.867841481,28.0,46.6,2019
"Goodwin, Brian",571718,2019,458,28.2,8.3,0.332,0.303,0.388,38.5,6.3,33.3,97.895933357,92.953846607,27.7,42.2,2019
"Leyba, Domingo",642736,2019,30,30.0,13.3,0.34,0.286,0.343,47.1,0.0,23.5,93.045897778,91.225428235,29.7,51.6,2019
"Tovar, Wilfredo",541600,2019,88,17.0,5.7,0.217,0.26,0.285,36.8,0.0,29.4,96.696282059,92.363879559,13.3,51.8,2019
"Heyward, Jason",518792,2019,589,18.7,11.5,0.328,0.323,0.349,31.8,5.7,36.5,99.605955423,93.856621272,22.7,45.5,2019
"Rodríguez, Ronny",500135,2019,294,27.9,4.4,0.283,0.289,0.385,29.6,7.5,40.4,99.725441875,93.96272089,35.9,55.7,2019
"Flaherty, Jack",656427,2019,66,25.8,3.0,0.195,0.206,0.281,31.9,0.0,19.1,95.915117059,92.102429697,27.5,44.3,2019
"Bogaerts, Xander",593428,2019,698,17.5,10.9,0.39,0.356,0.393,35.1,8.6,44.5,101.168690363,94.874752258,20.9,41.1,2019
"López, Pablo",641154,2019,36,52.8,0.0,0.169,0.173,0.407,35.3,5.9,23.5,98.738554286,93.754477857,51.8,61.5,2019
"Valera, Breyvic",591971,2019,52,13.5,7.7,0.297,0.274,0.269,37.5,0.0,30.0,94.644132,91.408413077,11.8,45.4,2019
"Keuchel, Dallas",572971,2019,41,68.3,2.4,0.138,0.096,0.306,16.7,0.0,25.0,95.037058,91.691502,49.4,47.9,2019
"DeShields, Delino",592261,2019,408,24.5,9.3,0.295,0.273,0.314,34.1,2.2,24.3,95.350649508,91.685580656,22.2,43.4,2019
"Wilkerson, Stevie",592859,2019,361,29.9,6.1,0.286,0.253,0.319,33.5,3.6,30.4,95.932262973,91.984574253,27.4,46.0,2019
"Fisher, Derek",605233,2019,167,34.1,12.6,0.285,0.3,0.402,34.8,12.4,44.3,102.661998864,95.755711839,38.6,37.2,2019
"Stassi, Max",545358,2019,147,33.3,8.2,0.177,0.233,0.298,21.2,3.5,41.0,99.121789048,93.808570723,32.8,45.4,2019
"Crawford, J.P.",641487,2019,396,21.0,10.9,0.296,0.292,0.316,34.7,3.4,24.8,95.368146183,91.765717405,21.0,43.3,2019
"Gerber, Mike",595222,2019,26,57.7,7.7,0.1,0.158,0.304,11.1,11.1,44.4,100.601032,95.169371111,58.1,54.4,2019
"Gonzalez, Gio",461829,2019,28,60.7,3.6,0.06,0.076,0.161,20.0,0.0,0.0,86.694,88.47823125,56.9,50.0,2019
"Sucre, Jesús",491696,2019,67,19.4,6.0,0.231,0.257,0.28,36.7,0.0,26.5,96.6443816,92.884440204,11.9,45.2,2019
"Kiner-Falefa, Isiah",643396,2019,222,22.1,6.3,0.272,0.263,0.296,29.7,1.3,33.5,96.966178831,92.619608506,18.9,43.0,2019
"Verdugo, Alex",657077,2019,377,13.0,6.9,0.341,0.339,0.363,33.7,5.7,39.7,99.832463784,94.053509966,16.0,44.6,2019
"Reynolds, Bryan",668804,2019,546,22.2,8.4,0.371,0.359,0.429,37.0,6.7,41.6,100.231643152,94.403448207,26.3,48.0,2019
"McCutchen, Andrew",457705,2019,262,21.0,16.4,0.358,0.357,0.39,32.9,7.3,40.9,100.045469024,94.285084695,25.7,35.5,2019
"Parra, Gerardo",467827,2019,301,19.6,6.3,0.288,0.296,0.338,35.8,4.6,21.6,95.14028514,91.596039296,22.7,50.0,2019
"Brinson, Lewis",621446,2019,248,29.8,5.2,0.205,0.246,0.311,25.8,3.9,32.9,98.122297237,93.07441625,32.8,52.7,2019
"Lugo, Dawel",608475,2019,288,20.5,2.8,0.272,0.287,0.346,37.2,4.6,36.7,98.17526367,93.11062078,21.3,54.8,2019
"Lowe, Brandon",664040,2019,327,34.6,7.6,0.354,0.34,0.492,40.2,16.3,46.2,101.287092967,95.215649341,37.7,54.2,2019
"Walker, Neil",435522,2019,381,20.2,11.0,0.319,0.339,0.383,40.6,6.5,31.0,96.257698626,92.144668659,26.6,46.5,2019
"Ozuna, Marcell",542303,2019,549,20.8,11.3,0.336,0.375,0.44,32.8,12.1,49.2,102.910036923,95.876849368,27.6,44.9,2019
"Seager, Corey",608369,2019,541,18.1,8.1,0.34,0.331,0.373,35.2,7.3,38.2,98.778797128,93.502181872,25.7,51.1,2019
"Cave, Jake",595909,2019,228,31.1,9.2,0.343,0.359,0.481,38.3,12.5,43.8,100.842377969,94.839403906,31.8,47.7,2019
"Gray, Sonny",543243,2019,60,31.7,3.3,0.169,0.127,0.177,5.1,0.0,13.2,93.497447692,91.0103428,26.9,50.2,2019
"Adams, Matt",571431,2019,333,34.5,6.0,0.306,0.32,0.468,39.8,14.8,43.9,101.473347857,94.825083538,33.4,50.1,2019
"Tatis Jr., Fernando",665487,2019,372,29.6,8.1,0.398,0.347,0.463,33.5,13.2,44.1,102.598001071,95.498050135,35.2,47.7,2019
"Davis, Khris",501981,2019,533,27.4,8.8,0.289,0.317,0.404,31.5,9.8,40.4,100.123268606,94.332532128,34.9,51.8,2019
"Odor, Rougned",596059,2019,581,30.6,9.0,0.302,0.321,0.429,30.6,13.6,45.6,101.734976168,95.31182003,29.2,47.9,2019
"Aguilar, Jesús",542583,2019,369,22.0,11.7,0.307,0.333,0.378,33.8,7.5,38.3,100.181083417,94.208859417,26.0,44.3,2019
"Musgrove, Joe",605397,2019,61,31.1,3.3,0.183,0.217,0.316,27.5,5.0,27.5,98.251830667,93.125915333,36.3,59.2,2019
"Hanson, Alen",593700,2019,48,35.4,6.3,0.174,0.2,0.274,22.2,0.0,22.2,93.384578462,90.8057644,32.1,62.9,2019
"Kieboom, Carter",666198,2019,43,37.2,9.3,0.204,0.281,0.423,43.5,8.7,43.5,98.9199875,94.26274,26.7,35.7,2019
"Voit III, Luke",572228,2019,510,27.8,13.9,0.36,0.368,0.462,39.6,13.9,42.4,101.044367708,94.803622951,35.1,47.3,2019
"Barreto, Franklin",620439,2019,58,39.7,1.7,0.166,0.21,0.341,29.4,11.8,35.3,99.125072941,93.740435152,40.7,47.7,2019
"Bichette, Bo",666182,2019,212,23.6,6.6,0.384,0.337,0.415,36.1,8.8,43.5,100.354957808,94.381930137,24.5,53.3,2019
"Holaday, Bryan",592407,2019,129,16.3,8.5,0.326,0.277,0.295,33.3,1.0,34.4,97.1413175,92.700120737,20.4,44.9,2019
"Murphy, Tom",608596,2019,281,31.0,6.8,0.355,0.299,0.404,32.2,10.9,44.8,100.979318161,94.820561092,30.7,44.9,2019
"Kershaw, Clayton",477132,2019,65,24.6,1.5,0.108,0.123,0.169,6.3,0.0,10.9,93.136463571,90.832752222,26.3,50.6,2019
"Bell, Josh",605137,2019,613,19.2,12.1,0.378,0.386,0.448,34.6,12.7,47.2,103.082487171,96.001241809,25.3,48.1,2019
"Hernández, Marco",593523,2019,155,27.1,1.9,0.266,0.234,0.302,27.1,1.9,22.4,94.894842692,91.532661456,35.7,60.4,2019
"Mercer, Jordy",474568,2019,271,21.0,4.8,0.314,0.315,0.379,37.2,6.5,36.2,98.1160568,93.092855879,21.0,41.4,2019
"Turner, Trea",607208,2019,569,19.9,7.6,0.356,0.339,0.394,29.8,6.8,42.0,101.230091659,94.839620073,23.4,46.9,2019
"Duvall, Adam",594807,2019,130,30.0,5.4,0.36,0.327,0.442,30.5,15.9,32.9,100.130390488,94.306709012,28.3,48.7,2019
"Bour, Justin",571506,2019,170,30.6,10.0,0.267,0.287,0.366,29.0,11.0,42.9,100.894154082,94.593140408,29.4,44.1,2019
"Murphy, John Ryan",571974,2019,70,40.0,8.6,0.276,0.285,0.447,44.4,11.1,27.8,97.257443529,92.685485,38.8,49.8,2019
"Owings, Chris",572008,2019,196,39.8,7.1,0.198,0.237,0.346,25.5,6.9,31.4,96.987664314,92.542667129,34.1,45.4,2019
"Ramos, Wilson",467092,2019,524,13.2,8.4,0.327,0.314,0.328,25.8,4.7,42.5,100.551024657,94.552424005,20.5,53.9,2019
"Smith, Caleb",592761,2019,49,30.6,0.0,0.23,0.195,0.3,21.2,0.0,36.4,99.8639275,94.558151304,29.5,54.9,2019
"Brantley Jr., Michael",488726,2019,637,10.4,8.0,0.367,0.357,0.368,36.3,5.5,37.3,98.944887791,93.592931345,10.7,43.8,2019
"Santana, Carlos",467793,2019,686,15.7,15.7,0.38,0.367,0.383,29.1,9.6,44.9,101.70770382,95.190037742,20.4,39.5,2019
"Brault, Steven",643230,2019,50,16.0,2.0,0.332,0.298,0.356,29.3,2.4,24.4,94.358668824,91.566460588,22.0,60.7,2019
"Urena, Richard",620446,2019,80,28.7,2.5,0.258,0.232,0.309,27.8,0.0,29.6,95.654906,91.827453,31.7,62.3,2019
"Zimmerman, Ryan",475582,2019,190,20.5,8.9,0.313,0.325,0.374,32.8,7.5,49.3,102.074712388,95.398411343,26.6,40.6,2019
"Ahmed, Nick",605113,2019,625,18.1,8.3,0.315,0.321,0.357,35.7,6.6,34.0,97.728699383,92.939083223,21.3,49.5,2019
"Piscotty, Stephen",572039,2019,393,21.4,7.4,0.306,0.318,0.373,31.8,7.6,41.0,100.01466763,94.14751263,28.9,51.0,2019
"Santana, Domingo",570267,2019,507,32.3,9.9,0.326,0.342,0.478,40.1,12.1,42.1,100.050234643,94.228038964,31.9,46.8,2019
"Court, Ryan",606956,2019,25,44.0,4.0,0.258,0.291,0.506,46.2,15.4,30.8,94.17738,92.903143846,36.2,42.7,2019
"Guillorme, Luis",641645,2019,70,20.0,10.0,0.299,0.303,0.336,32.7,6.1,26.5,95.879509565,91.968549783,19.3,39.3,2019
"Dozier, Hunter",641531,2019,586,25.3,9.4,0.36,0.338,0.418,35.8,10.0,42.9,102.015977632,95.204411763,27.0,44.7,2019
"Ray, Robbie",592662,2019,60,46.7,0.0,0.063,0.092,0.187,12.5,0.0,6.3,89.566457692,89.6630044,45.3,53.0,2019
"O'Brien, Peter",598284,2019,47,40.4,8.5,0.234,0.257,0.375,21.7,4.3,43.5,101.746666667,95.172173913,36.0,45.2,2019
"Skole, Matt",605474,2019,80,38.8,8.8,0.232,0.216,0.297,33.3,0.0,14.3,91.792311905,90.534588095,29.6,43.2,2019
"White, Tyler",643603,2019,279,28.0,12.9,0.274,0.273,0.312,30.9,3.6,30.4,96.349605679,92.201128944,23.6,41.4,2019
"Sánchez, Aníbal",434671,2019,56,42.9,0.0,0.1,0.121,0.237,25.0,0.0,0.0,88.564029231,89.0411444,38.8,53.3,2019
"Maybin, Cameron",457727,2019,269,26.8,11.2,0.362,0.339,0.422,35.9,10.2,39.5,99.597751446,93.959264182,28.3,41.9,2019
"Wolters, Tony",547172,2019,411,16.5,8.8,0.29,0.286,0.298,37.5,0.0,19.7,93.761511081,90.91707878,20.0,44.6,2019
"Lester, Jon",452657,2019,53,37.7,9.4,0.246,0.207,0.271,28.6,0.0,21.4,94.614571538,91.326169231,30.0,36.7,2019
"Moreland, Mitch",519048,2019,335,22.1,10.1,0.347,0.352,0.415,33.2,11.5,45.6,101.731563274,95.18590146,28.0,49.0,2019
"Vargas, Ildemaro",545121,2019,211,11.4,4.3,0.3,0.289,0.308,25.8,3.4,30.3,96.704520114,92.377253352,12.2,44.6,2019
"Alberto, Hanser",593643,2019,550,9.1,2.9,0.318,0.3,0.316,32.5,2.9,18.5,94.197573506,91.107926269,14.5,59.1,2019
"Smoak, Justin",475253,2019,500,21.2,15.8,0.323,0.368,0.408,37.5,11.0,39.8,99.901978766,94.097331558,23.9,39.7,2019
"Kramer, Kevin",596012,2019,50,34.0,12.0,0.212,0.253,0.314,40.7,7.4,37.0,96.13957,92.318561481,24.3,48.0,2019
"Shuck, JB",543776,2019,57,17.5,14.0,0.279,0.309,0.299,26.3,0.0,28.9,96.099028333,92.049514167,17.3,45.0,2019
"Knapp, Andrew",595284,2019,160,31.9,11.3,0.282,0.299,0.392,36.4,9.1,42.0,99.13086561,93.935779634,31.2,51.8,2019
"Wacha, Michael",608379,2019,39,53.8,0.0,0.155,0.088,0.212,16.7,0.0,16.7,91.820245714,91.05298,34.7,32.7,2019
"Fowler, Dexter",451594,2019,574,24.7,12.9,0.326,0.34,0.397,40.6,7.4,28.7,96.524358779,92.292498076,27.1,42.9,2019
"Viloria, Meibrys",650619,2019,148,29.7,6.8,0.236,0.213,0.264,18.1,1.1,27.7,97.013684222,92.655400337,28.6,44.8,2019
"Eflin, Zach",621107,2019,52,51.9,0.0,0.146,0.154,0.351,24.0,0.0,16.0,93.422397,90.972464,48.1,58.9,2019
"Sanchez, Adrián",506703,2019,32,31.3,3.1,0.212,0.196,0.266,23.8,0.0,33.3,98.541666364,93.764682381,28.1,49.6,2019
"Happ, Ian",664023,2019,156,25.0,9.6,0.368,0.342,0.423,27.5,13.7,38.2,99.347177451,93.811333366,30.4,51.9,2019
"Mendick, Danny",664901,2019,40,27.5,2.5,0.332,0.257,0.345,39.3,0.0,21.4,95.632267143,92.04417037,28.4,45.7,2019
"Reed, AJ",607223,2019,49,42.9,8.2,0.185,0.202,0.298,20.8,8.3,33.3,97.338569167,92.703930833,38.5,46.4,2019
"Severino, Pedro",600474,2019,341,21.4,8.5,0.316,0.336,0.391,35.7,8.5,33.6,99.019749573,93.539727039,24.9,44.1,2019
"Rosario, Amed",642708,2019,655,18.9,4.7,0.318,0.317,0.372,35.0,4.2,39.5,98.795593821,93.60288,24.2,52.0,2019
"Suzuki, Kurt",435559,2019,309,11.7,6.5,0.337,0.338,0.351,39.7,6.5,32.4,97.198997419,92.618344818,18.7,51.9,2019
"Ryu, Hyun Jin",547943,2019,67,34.3,6.0,0.202,0.207,0.308,15.0,5.0,15.0,95.291394286,91.805958571,21.2,37.9,2019
"Mondesi, Adalberto",609275,2019,443,29.8,4.3,0.298,0.283,0.387,31.2,8.6,34.0,98.586377622,93.416701224,37.9,58.1,2019
"Starling, Bubba",605490,2019,197,28.4,4.6,0.247,0.243,0.315,36.6,2.3,17.6,92.948463594,90.804861102,29.7,49.7,2019
"Wheeler, Zack",554430,2019,64,29.7,3.1,0.246,0.214,0.27,29.3,2.4,14.6,90.346693333,90.460985714,29.9,59.1,2019
"Grisham, Trent",663757,2019,183,26.2,10.9,0.316,0.316,0.374,33.3,5.4,34.6,98.209223462,93.130525,22.7,38.5,2019
"Forsythe, Logan",523253,2019,367,27.2,12.0,0.298,0.32,0.386,39.7,5.5,40.1,98.349886972,93.432547143,21.3,32.7,2019
"Hampson, Garrett",641658,2019,327,26.9,7.3,0.292,0.265,0.331,30.2,3.7,26.2,96.269536931,92.153434307,22.9,40.5,2019
"Ramirez, Hanley",434670,2019,57,29.8,14.0,0.278,0.296,0.355,50.0,6.3,43.8,101.600645,94.998582813,36.8,46.1,2019
"Hendricks, Kyle",543294,2019,64,45.3,3.1,0.165,0.155,0.274,15.6,0.0,18.8,96.35672,92.17836,34.6,47.9,2019
"Frazier, Adam",624428,2019,608,12.3,6.6,0.32,0.318,0.333,36.4,1.9,28.3,96.108033475,92.07951087,15.6,48.1,2019
"Arrieta, Jake",453562,2019,50,38.0,2.0,0.155,0.2,0.327,30.0,0.0,26.7,96.891474167,92.91996913,35.4,44.1,2019
"Tapia, Raimel",606132,2019,447,22.4,4.7,0.307,0.285,0.347,36.5,3.7,31.6,96.957221534,92.526824862,26.8,58.8,2019
"Herrmann, Chris",543302,2019,94,30.9,9.6,0.248,0.294,0.386,26.8,7.1,32.1,98.134385556,93.087545,29.5,47.3,2019
"Hoerner, Nico",663538,2019,82,13.4,3.7,0.305,0.315,0.355,36.8,1.5,23.5,94.658482059,91.329241029,18.1,57.4,2019
"Solak, Nick",669256,2019,135,21.5,11.1,0.375,0.339,0.377,33.3,9.2,32.2,98.107902955,93.128358161,22.4,42.2,2019
"Kemp, Tony",643393,2019,279,16.8,8.2,0.285,0.258,0.257,27.6,1.5,15.7,93.517128737,90.776784603,19.0,46.6,2019
"Garcia, Greg",594824,2019,372,22.3,14.2,0.319,0.294,0.302,29.0,2.6,27.0,96.047828571,92.035017946,16.0,34.3,2019
"Holt, Brock",571788,2019,295,19.3,9.5,0.333,0.301,0.326,31.6,1.5,30.6,96.253581262,92.229271359,18.7,42.1,2019
"Dini, Nick",664926,2019,64,28.1,6.3,0.269,0.281,0.347,35.0,7.5,40.0,98.9452295,93.858204359,26.9,55.8,2019
"Yamamoto, Jordan",657141,2019,26,34.6,3.8,0.071,0.152,0.221,12.5,0.0,12.5,91.540053333,90.87534,23.3,44.3,2019
"Austin, Tyler",592122,2019,179,37.4,13.4,0.298,0.32,0.473,27.3,15.9,48.8,102.850681628,95.936979059,39.4,42.5,2019
"Prado, Martín",445988,2019,260,15.8,4.6,0.243,0.273,0.303,31.9,0.5,28.5,96.085245962,92.064252512,13.9,43.6,2019
"Kipnis, Jason",543401,2019,511,17.2,7.8,0.301,0.316,0.351,33.1,5.5,34.4,97.701285761,92.914942527,20.4,46.3,2019
"Allen, Austin",664119,2019,71,29.6,8.5,0.23,0.194,0.253,31.8,2.3,15.9,93.18598619,90.768738333,29.5,52.0,2019
"Quintana, Jose",500779,2019,63,42.9,0.0,0.087,0.102,0.213,8.3,0.0,11.4,90.804313333,90.367991667,40.4,59.6,2019
"Muñoz, Yairo",622168,2019,181,20.4,3.9,0.281,0.245,0.285,27.9,1.5,25.0,95.214838824,91.634442593,27.2,60.1,2019
"Stubbs, Garrett",596117,2019,39,17.9,10.3,0.254,0.275,0.285,28.6,0.0,28.6,95.157315,91.5786575,22.4,59.8,2019
"Belt, Brandon",474832,2019,616,20.6,13.5,0.319,0.346,0.385,41.4,8.7,35.7,97.86413404,92.972052601,22.8,46.3,2019
"Story, Trevor",596115,2019,656,26.5,8.8,0.38,0.341,0.428,36.5,8.6,46.0,101.223764423,95.034883125,26.4,48.1,2019
"Harper, Bryce",547180,2019,682,26.1,14.5,0.365,0.387,0.488,37.6,14.8,45.6,103.137354264,96.043547766,33.8,48.7,2019
"Chavis, Michael",656308,2019,382,33.2,8.1,0.323,0.302,0.419,32.3,11.4,35.5,100.213843545,94.183450457,38.4,51.6,2019
"Garneau, Dustin",572863,2019,101,21.8,9.9,0.33,0.292,0.303,20.3,4.7,25.0,95.041371563,91.599457188,20.3,46.5,2019
"Kelly, Merrill",518876,2019,60,41.7,3.3,0.042,0.117,0.198,9.1,0.0,9.1,90.612744,89.925513684,28.8,50.5,2019
"Rodgers, Brendan",663898,2019,81,33.3,4.9,0.234,0.205,0.267,20.4,4.1,32.7,97.5030112,92.854677959,31.1,54.8,2019
"Chacín, Jhoulys",468504,2019,25,40.0,4.0,0.175,0.151,0.221,21.4,7.1,28.6,96.089918571,92.201085,25.0,41.4,2019
"Rengifo, Luis",650859,2019,406,22.9,9.9,0.298,0.306,0.347,31.0,6.0,29.9,97.485341145,92.743079656,25.1,44.5,2019
"Freeman, Freddie",518692,2019,692,18.4,12.6,0.387,0.397,0.452,40.0,12.3,42.5,100.291077106,94.346356255,24.3,52.1,2019
"Judge, Aaron",592450,2019,447,31.5,14.3,0.382,0.402,0.563,40.3,20.2,58.4,107.048947731,98.862456513,36.7,42.0,2019
